legacy_path,smear_pct
male/caucasian/ludvig-wiese-d-MfHM-jHwc-unsplash.jpg,40.8
female/asian/pexels-nguyễn-lâm-886477.jpg,40.6
male/caucasian/person-771996_1920.jpg,40.5
male/hispanic/posing-996232_1920.jpg,40.4
male/caucasian/portrait-3338642_1920.jpg,40.4
male/hispanic/jaime-spaniol-0g9FHYb3IEY-unsplash.jpg,40.2
female/caucasian/sofia-kuniakina-GeAqNAWZ1d0-unsplash.jpg,40.1
female/caucasian/analise-benevides-x-CinW2XVRw-unsplash.jpg,40.0
female/mideastern/nathan-bingle-Rmdja7-az8M-unsplash.jpg,40.0
male/indian/people-3231960_1920.jpg,40.0
female/indian/pexels-rahul-pandit-5382522.jpg,40.0
male/caucasian/thomas-verleene-zdaUF3dsfOU-unsplash.jpg,39.4
female/caucasian/girl-1471048_1920.jpg,39.4
male/mideastern/nowah-bartscher-Gpm_PGnNAug-unsplash.jpg,39.3
female/caucasian/alexander-krivitskiy-moMIHvUEujM-unsplash.jpg,39.1
female/mideastern/siddharth-salve-66R_Ji_rKd4-unsplash.jpg,38.9
male/black/osheen-turnbull-sU0IT6W8KaU-unsplash.jpg,38.8
male/asian/teeth-977208_1920.jpg,38.8
male/asian/george-rinon-rJSfWc6qSI8-unsplash.jpg,38.5
female/caucasian/woman-69712_1280.jpg,38.4
female/caucasian/woman-3668495_1920.jpg,38.1
male/caucasian/nathan-dumlao-ger61_TX6oI-unsplash.jpg,38.0
female/caucasian/girl-1125322_1920.jpg,37.5
female/asian/outdoors-3341719_1920.jpg,37.3
female/caucasian/shayan-rti-w3ZQzOxUh7I-unsplash.jpg,37.3
male/caucasian/male-3847141_1920.jpg,37.2
female/indian/clinton-naik-k-YuHdAtTP0-unsplash.jpg,37.2
male/caucasian/guy12.jpg,37.1
male/black/alieza-rizvie-RhYNbSQlxSY-unsplash.jpg,36.7
female/black/pablo-merchan-montes-ro1i0CMzBfI-unsplash.jpg,36.6
male/asian/angelo-abear-XDevBdyfMD8-unsplash.jpg,36.6
male/asian/141.jpg,35.9
female/caucasian/beautiful-1867431_1920.jpg,35.7
male/mideastern/man-2785071_1920.jpg,35.6
female/caucasian/levi-clancy-WE0gt7t4o2k-unsplash.jpg,35.2
female/caucasian/girl-204327_1920.jpg,35.0
female/caucasian/portrait-4808905_1920.jpg,34.9
male/indian/kids-2408614_1920.jpg,34.5
male/indian/theodore-goutas-aeq3jJj0sUw-unsplash.jpg,34.4
female/indian/d14.jpg,34.0
male/caucasian/jeremy-bishop-ctAsm_deVVk-unsplash.jpg,34.0
female/black/jefferson-nnadiekwe-etYRmDQMcQQ-unsplash.jpg,33.8
female/caucasian/eleanor-Xd3J56n0d2Q-unsplash.jpg,33.7
female/mideastern/pexels-samad-ismayilov-786858.jpg,33.6
male/black/fitness-465202_1920.jpg,33.6
male/caucasian/0.png,33.3
male/hispanic/black-and-white-1282264_1920.jpg,33.3
male/asian/boy-4754320_1920.jpg,33.2
female/caucasian/laura-dewilde-dhCxlHodZvM-unsplash.jpg,32.8
male/black/nico-marks-mFcc5b_t74Q-unsplash.jpg,32.7
female/hispanic/blake-carpenter-qWiJBa6soE0-unsplash.jpg,32.5
male/caucasian/young-3966056_1920.jpg,32.4
male/caucasian/man-931974_1920.jpg,32.2
male/mideastern/mauro-paillex-moDxmttUP00-unsplash.jpg,31.8
female/black/eye-for-ebony-Z7ZmNovyF_M-unsplash.jpg,31.7
male/caucasian/kenzie-kraft-b8vUsjhAeYQ-unsplash.jpg,31.4
female/mideastern/29.jpg,31.2
female/hispanic/zulmaury-saavedra--Keh6vLM7w0-unsplash.jpg,31.0
male/caucasian/man-5917529_1920.jpg,31.0
female/caucasian/michael-dam-mEZ3PoFGs_k-unsplash.jpg,30.9
female/asian/mongolia-4538999_1920.jpg,30.8
female/caucasian/jen-theodore-Gr2XxjGaeeo-unsplash.jpg,30.4
male/asian/pexels-jameson-mallari-atenta-2872703.jpg,30.3
male/black/curtis-powell-3mMvCsW6ZYs-unsplash.jpg,30.1
female/caucasian/model-483918_1920.jpg,30.0
female/indian/zahra-amiri-QuL60_NbW_0-unsplash.jpg,29.8
male/hispanic/misael-silvera-5CSRi249CQk-unsplash.jpg,29.5
female/caucasian/girl-4015898_1920.jpg,29.4
male/caucasian/christopher-campbell-i4OHxtxiMtk-unsplash.jpg,29.3
male/caucasian/man-945482_1920.jpg,29.2
female/indian/aayush-gop-rawat-VPwSJhu5uhs-unsplash.jpg,29.2
male/mideastern/129.jpg,29.1
male/caucasian/suit-3554990_1920.jpg,28.9
male/caucasian/taras-chernus-8CEKQlmnf50-unsplash.jpg,28.7
female/hispanic/beautiful-1845148_1920.jpg,28.3
male/caucasian/nikolay-vybornov-lC6f79utuKM-unsplash.jpg,28.0
male/black/sexy-man-3414909_1920.jpg,28.0
male/hispanic/man-2482464_1920.jpg,28.0
male/mideastern/boy-2407597_1920.jpg,27.8
female/caucasian/girl-2209147_1920.jpg,27.7
male/hispanic/matheus-farias-_jOsfORtjew-unsplash.jpg,27.7
female/caucasian/thoughtful-583373_1920.jpg,27.6
female/caucasian/woman-2293390_1920.jpg,27.6
female/hispanic/febri-sym-HKuhUKNWFtY-unsplash.jpg,27.5
female/caucasian/redheads-4606477_1920.jpg,27.4
female/caucasian/young-girl-2143037_1280.jpg,27.3
male/caucasian/charisse-kenion-bYxVLLifeIc-unsplash.jpg,27.2
female/caucasian/f6.jpg,26.7
male/caucasian/cowboy-67630_1920.jpg,26.7
female/indian/pexels-himesh-mehta-3059930.jpg,26.6
male/hispanic/g_13.jpg,26.6
male/black/julian-myles-Izg_qfON0ao-unsplash.jpg,26.4
male/caucasian/youth-393656_1920.jpg,26.1
female/caucasian/gemma-chua-tran-u1eZM06-MPw-unsplash.jpg,26.1
female/asian/woman-2294787_1920.jpg,26.0
male/indian/diego-sanchez-ABNwyVyvCbo-unsplash.jpg,25.9
male/mideastern/gursimrat-ganda-ICZWButbZx4-unsplash.jpg,25.8
female/indian/woman-smiling-1057659_1920.jpg,25.6
male/caucasian/man-379677_1920.jpg,25.6
female/caucasian/max-muselmann-3e0dM8wZJK0-unsplash.jpg,25.4
male/caucasian/luca-pellegrini-pRopJ47ilxg-unsplash.jpg,25.3
female/caucasian/sara-cervera-ZqU-9gWBfV8-unsplash.jpg,25.2
female/asian/face-977177_1920.jpg,25.1
female/mideastern/face-2432004_1920.jpg,24.9
male/caucasian/man-4818722_1920.jpg,24.8
female/black/smile-2072907_1920.jpg,24.4
male/caucasian/daniel-lincoln--zhQtP1eUdE-unsplash.jpg,24.3
male/indian/pexels-atul-choudhary-2753381.jpg,24.2
male/mideastern/milad-shams-CdObhuoQ7Q0-unsplash.jpg,24.0
female/black/makeup-1442912_1920.jpg,24.0
male/mideastern/man-355612_1920.jpg,23.9
male/hispanic/human-1993383_1920.jpg,23.8
female/asian/alex-sorto-kNstJF4l5cA-unsplash.jpg,23.7
female/caucasian/teenager-775053_1920.jpg,23.4
female/mideastern/pexels-wesley-rocha-3797438.jpg,23.4
female/black/woman-1018284_1920.jpg,23.2
female/mideastern/mohammad-khaksarmadani-4FDsNcCR8iQ-unsplash.jpg,22.9
female/mideastern/mosoianu-bogdan-eY1_nQs9aNI-unsplash.jpg,22.8
female/caucasian/woman-3240094_1920.jpg,22.5
male/caucasian/smile-2583221_1920.jpg,22.3
female/mideastern/dev-asangbam-AJOka3Plw6g-unsplash.jpg,22.3
male/caucasian/portrait-3353699_1920.jpg,22.2
male/caucasian/pexels-sebastian-libuda-678785.jpg,22.0
male/indian/chirag-dulyan-qOd6UZdvMC4-unsplash.jpg,21.9
male/caucasian/diego-sanchez--1cYDFE5-Lo-unsplash.jpg,21.9
female/caucasian/levin-anton-08Fqp6sWQ-E-unsplash.jpg,21.9
male/black/man-2607437_1920.jpg,21.6
female/hispanic/girl-4818720_1920.jpg,21.6
female/asian/raychan-sw30Y2Ek5t0-unsplash.jpg,21.5
female/caucasian/person-man-1205800_1920.jpg,21.5
male/caucasian/117.jpg,21.4
male/mideastern/pexels-pixabay-35539.jpg,21.3
female/black/beautiful-3257190_1920.jpg,21.3
male/caucasian/man-2616244_1920.jpg,21.2
male/black/man-4345079_1920.jpg,21.0
female/mideastern/56.jpg,21.0
male/caucasian/beard-4205158_1920.jpg,20.8
male/caucasian/nathan-dumlao-4m2-An3yFx0-unsplash.jpg,20.6
male/caucasian/young-4254330_1920.jpg,20.5
male/indian/rohan-g-T9ckn3XHHnA-unsplash.jpg,20.5
female/indian/jyotirmoy-gupta-fbUvVn1_ViQ-unsplash.jpg,20.5
male/asian/jiangxulei1990-U3G3ed8-BT4-unsplash.jpg,20.5
male/caucasian/isaac-reynaldo-70BSk8hT52k-unsplash.jpg,20.2
female/mideastern/woman-2542252_1920.jpg,20.1
male/black/marie-michele-bouchard-bEZQWH49daU-unsplash.jpg,20.1
male/mideastern/mile-modic-Sv9xCQ7RBCs-unsplash.jpg,20.1
female/caucasian/hiva-sharifi-YUK4px6sjdc-unsplash.jpg,20.1
male/caucasian/fashion-2082066_1920.jpg,20.0
